"id","bathrooms","heating","macrozone","microzone","price_n","rooms_n","price_sqm","surface_room","geometry","time_to_nearest_metro_mins","time_to_nearest_tram_mins","min_time_to_uni_mins"
126915859,"1","Autonomo","Centrale, Repubblica","Repubblica",455,3,30.3333333333333,15,c(9.20206, 45.4793),5.02770063921006,1.33603009989529,32.3
126917035,"1","Autonomo","Corvetto, Rogoredo","Corvetto",580,4,7.73333333333333,15,c(9.21509, 45.4372),10.5198135389375,17.7623603913672,73.4
126968925,"1","Assente","Città Studi, Susa","Casoretto",500,3,7.14285714285714,18.6666666666667,c(9.2308, 45.4879),8.37392468615552,8.54186238014868,17
125832603,NA,"Assente","Abbiategrasso, Chiesa Rossa","Gratosoglio",450,2,6.81818181818182,20,c(9.1723, 45.4143),20.7112599516608,3.0929867065747,133.3
125713757,"1","Assente","San Siro, Trenno","San Carlo",520,3,26,20,c(9.1146, 45.4619),11.4529166642232,26.6958741171088,96.4
126915673,"2","Autonomo","Pasteur, Rovereto","Pasteur",455,5,30.3333333333333,15,c(9.21404, 45.4874),4.32157164493509,2.10216373883025,21.4
126915823,"3","Autonomo","San Siro, Trenno","San Siro",525,5,35,15,c(9.14164, 45.4777),3.80769844064389,5.27809263483538,51.8
126568803,"1","Centralizzato","Cimiano, Crescenzago, Adriano","Cimiano",550,2,42.3076923076923,13,c(9.23527, 45.4981),7.15338522604497,23.1081607863536,35.3
124144847,"1","Assente","Corvetto, Rogoredo","Corvetto",550,3,6.11111111111111,24,c(9.2245, 45.4413),2.05823510070063,16.4669477876609,60.2
127532284,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Certosa",450,3,30,15,c(9.1527, 45.4949),23.6814053118791,1.02828836297898,20.3
126915599,"1","Autonomo","Bande Nere, Inganni","Gambara",510,5,5.42553191489362,15.04,c(9.14434, 45.4623),4.81005714527675,10.5401264919321,77.5
127531618,"1","Assente","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",500,4,6.17283950617284,16.2,c(9.1823, 45.4307),6.18970751635657,2.59078650014795,109.9
126872079,"1","Assente","Bicocca, Niguarda","Niguarda",480,4,32,15,c(9.1922, 45.5185),17.3135322272307,0.664133181425334,57
126421667,"1","Assente","Precotto, Turro","Turro",550,1,27.5,20,c(9.225, 45.5028),6.36677397071478,17.4557007620676,39
123233991,"1","Assente","Maggiolina, Istria","Maggiolina",550,3,8.46153846153846,17.3333333333333,c(9.2019, 45.4965),8.45226338751628,6.15644852046387,44
125095553,"1","Assente","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",500,3,25,20,c(9.1997, 45.4407),17.1213724883805,0.686664768419026,75.7
113195993,"1","Assente","Udine, Lambrate","Udine",580,4,41.4285714285714,14,c(9.2355, 45.495),6.40841574388816,17.7287652728729,30.6
126916269,"2","Autonomo","Maggiolina, Istria","Maggiolina",455,5,30.3333333333333,15,c(9.20335, 45.4966),10.2248158757856,7.15619114014779,42.4
126917543,"3","Autonomo","San Siro, Trenno","San Siro",540,5,36,15,c(9.14164, 45.4777),3.80769844064389,5.27809263483538,51.8
126917289,"3","Autonomo","San Siro, Trenno","San Siro",540,5,36,15,c(9.14164, 45.4777),3.80769844064389,5.27809263483538,51.8
126916779,"2","Autonomo","Famagosta, Barona","Tre Castelli - Faenza",580,4,5.8,20,c(9.13738, 45.442),9.03785792968902,4.5459624929115,121.5
127551262,"3","Assente","Cimiano, Crescenzago, Adriano","Cimiano",540,5,30,18,c(9.23674, 45.4971),6.48246267595113,21.3240633801882,33.3
126916789,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",565,4,8.07142857142857,14,c(9.14426, 45.4945),17.1543073498478,0.772316414326131,23.4
126916907,"2","Autonomo","Pasteur, Rovereto","Rovereto",540,5,36,15,c(9.21499, 45.4946),5.71681200439732,1.43008554788887,32.9
124018105,"1","Assente","Porta Vittoria, Lodi","Lodi - Brenta",550,3,5.78947368421053,25.3333333333333,c(9.214, 45.442),5.6730677411101,16.2911368856682,67.5
125746295,"1","Assente","Napoli, Soderini","Piazza Napoli",550,2,7.85714285714286,20,c(9.1537, 45.4532),3.7797228665907,1.54518045923316,90.7
125960661,"1","Centralizzato","Udine, Lambrate","Ortica",570,1,33.5294117647059,17,c(9.23849, 45.4704),8.95560115676292,2.14833907266935,23.4
127579446,"1","Assente","San Siro, Trenno","Gallaratese",500,1,33.3333333333333,15,c(9.1051, 45.5005),4.47024128454034,19.6768174183228,70.5
127519884,"1","Assente","Cimiano, Crescenzago, Adriano","Cimiano",500,2,31.25,16,c(9.2352, 45.497),8.09202313007181,21.2127699292274,32.7
127578778,"1","Assente","San Siro, Trenno","Gallaratese",550,1,32.3529411764706,17,c(9.1051, 45.5005),4.47024128454034,19.6768174183228,70.5
127520242,"2","Assente","Uptown, Cascina Merlata, Viale Certosa","Musocco",450,3,28.125,16,c(9.1205, 45.512),28.8577999293393,6.83331448749371,48.4
124592703,"1","Centralizzato","Bisceglie, Baggio, Olmi","Quartiere Olmi",450,1,6.92307692307692,20,c(9.08316, 45.4519),36.8110545884951,44.9207732980486,133.2
127520068,"2","Assente","Uptown, Cascina Merlata, Viale Certosa","Musocco",450,3,28.125,16,c(9.1205, 45.512),28.8577999293393,6.83331448749371,48.4
127520440,"1","Assente","Bande Nere, Inganni","Bande Nere",450,3,32.1428571428572,14,c(9.1376, 45.4576),6.94027037897013,16.5764734352296,86.1
127579740,"1","Assente","San Siro, Trenno","Gallaratese",500,1,31.25,16,c(9.1051, 45.5005),4.47024128454034,19.6768174183228,70.5
127520330,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Musocco",450,3,28.125,16,c(9.1205, 45.512),28.8577999293393,6.83331448749371,48.4
126916411,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",505,2,12.625,16,c(9.14426, 45.4945),17.1543073498478,0.772316414326131,23.4
111482581,"2","Assente","Affori, Bovisa","Affori",550,5,13.75,20,c(9.1686, 45.519),4.54705805959457,28.4297136209853,36.7
113652063,"1","Assente","Affori, Bovisa","Bovisa",500,3,33.3333333333333,15,c(9.1687, 45.4996),16.7795342026099,1.00834878926999,17.5
117139311,"1","Assente","Affori, Bovisa","Bovisa",450,3,7.5,16,c(9.1638, 45.5009),20.8341602327493,3.29184248353228,10.8
110432033,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Certosa",510,4,6.375,16,c(9.1508, 45.4976),26.1792773483875,2.47373820498754,14.8
126915851,"2","Autonomo","Maggiolina, Istria","Maggiolina",455,5,30.3333333333333,15,c(9.20583, 45.4962),12.6018623303229,7.12582851502001,40.1
126917387,"1","Autonomo","Famagosta, Barona","Giambellino",470,4,6.91176470588235,13.6,c(9.14046, 45.4501),3.88570612373661,4.14016453425667,99.4
122398470,"1","Assente","Cimiano, Crescenzago, Adriano","Cimiano",520,3,20.8,25,c(9.2379, 45.5022),5.78544271723051,22.3332771603982,41.6
82224378,"1","Assente","Città Studi, Susa","Città Studi",540,5,36,15,c(9.23533, 45.4862),3.05479839999807,2.84607238380126,17.5
126027859,"1","Assente","Famagosta, Barona","Barona",420,1,35,12,c(9.1567, 45.441),14.2342958460147,11.3545249525247,105.3
126916235,"2","Autonomo","Centrale, Repubblica","Repubblica",510,4,34,15,c(9.20206, 45.4793),5.02770063921006,1.33603009989529,32.3
127222151,"1","Assente","Cenisio, Sarpi, Isola","Cenisio",575,3,26.1363636363636,22,c(9.1599, 45.4888),11.1528769520466,2.57527203076242,32.6
126223525,"1","Centralizzato","Porta Vittoria, Lodi","Bologna - Sulmona",310,1,20.6666666666667,15,c(9.22754, 45.4428),6.53308102963129,14.9539955589706,60.2
126810151,"1","Assente","Affori, Bovisa","Bovisa",540,3,7.71428571428571,18.6666666666667,c(9.1628, 45.5015),21.6038566732875,3.48448017036117,9.3
125348793,"1","Centralizzato","San Siro, Trenno","Gallaratese",435,2,6.04166666666667,20,c(9.10974, 45.4967),0.745589581989312,17.5725081010904,63.1
127405421,"1","Assente","Cimiano, Crescenzago, Adriano","Crescenzago",550,2,30.5555555555556,18,c(9.2464, 45.5048),1.66415688897237,15.8501145158855,49.2
126917243,"1","Autonomo","Forlanini","Viale Ungheria - Mecenate",585,4,9.28571428571429,12.6,c(9.24407, 45.4555),12.1375537569657,0.633478553342092,47.3
126359991,"1","Assente","Udine, Lambrate","Quartiere Feltre",580,3,6.17021276595745,25.0666666666667,c(9.247, 45.488),13.6950637659516,11.5261789783503,29.8
126309815,"3","Centralizzato","Arco della Pace, Arena, Pagano","Arena",560,1,46.6666666666667,12,c(9.18053, 45.4783),5.13167313153869,0.388475138515144,58.2
115151131,"1","Centralizzato","Città Studi, Susa","Città Studi",550,3,25,22,c(9.22454, 45.4802),1.43156143843883,2.43775987843007,4.1
125607223,"1","Autonomo","Forlanini","Viale Ungheria - Mecenate",560,2,37.3333333333333,15,c(9.24179, 45.4455),20.0975650588553,4.16282781670088,62
124133743,"2","Centralizzato","Precotto, Turro","Precotto",570,4,38,15,c(9.21805, 45.5121),7.8172614515069,5.02535902515422,58.7
126916787,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",565,4,8.07142857142857,14,c(9.14426, 45.4945),17.1543073498478,0.772316414326131,23.4
126033775,"1","Centralizzato","Affori, Bovisa","Affori",450,2,18,25,c(9.17189, 45.5217),4.38751037336126,24.7173888608768,43.9
127243543,"2","Centralizzato","Affori, Bovisa","Bovisa",530,5,29.4444444444444,18,c(9.16865, 45.5045),13.4277925480704,5.3664860282318,14.8
126917067,"2","Autonomo","Cimiano, Crescenzago, Adriano","Quartiere Adriano",535,4,35.6666666666667,15,c(9.23604, 45.5151),12.7758436462327,1.06897928325161,65.7
126785673,"2","Centralizzato","Corvetto, Rogoredo","Corvetto",550,4,39.2857142857143,14,c(9.21859, 45.4403),4.27971555562617,17.4701103095621,65.3
126423325,"1","Centralizzato","Famagosta, Barona","Barona",550,2,27.5,20,c(9.15633, 45.4409),14.7176893949243,11.4050260564886,105.8
126423403,"1","Centralizzato","Famagosta, Barona","Barona",550,2,36.6666666666667,15,c(9.15633, 45.4409),14.7176893949243,11.4050260564886,105.8
125375481,"2","Centralizzato","Porta Vittoria, Lodi","Porta Vittoria",550,1,30.5555555555556,18,c(9.23026, 45.4607),9.89478577006798,2.8390799884654,30.4
125861467,"1","Centralizzato","Affori, Bovisa","Bovisa",502,2,35.8571428571428,14,c(9.14497, 45.5015),28.5406749437507,1.48246804356039,14.1
127146835,"1","Centralizzato","Uptown, Cascina Merlata, Viale Certosa","Musocco",500,2,33.3333333333333,15,c(9.12426, 45.5036),17.5383837773466,1.99402082952206,42.1
127587004,"1","Autonomo","Bicocca, Niguarda","Greco - Segnano",380,1,7.16981132075472,20,c(9.20882, 45.5037),11.2155898640416,10.8336783247778,49.6
127326181,"1","Autonomo","Fiera, Sempione, City Life, Portello","Monte Rosa - Lotto",525,3,6.03448275862069,23.2,c(9.14383, 45.4826),5.04047968726205,13.6982577226339,43.4
127275019,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Musocco",580,4,7.07317073170732,16.4,c(9.12875, 45.5036),19.7729118117278,4.77782088681054,39.2
127513742,"3","Autonomo","Bicocca, Niguarda","Greco - Segnano",470,5,6.52777777777778,11.52,c(9.21219, 45.5029),11.5322583196103,14.6158125723374,46.3
127570184,"1","Autonomo","Abbiategrasso, Chiesa Rossa","Gratosoglio",500,3,33.3333333333333,15,c(9.17153, 45.4146),19.6969684675974,4.05130491182291,134
127490324,"1","Autonomo","Bande Nere, Inganni","Bande Nere",585,4,8.35714285714286,14,c(9.13388, 45.4628),3.85178972349815,19.2206794980747,79
127317435,"1","Autonomo","Corvetto, Rogoredo","Corvetto",580,4,7.73333333333333,15,c(9.21509, 45.4372),10.5198135389375,17.7623603913672,73.4
127274941,"1","Autonomo","Napoli, Soderini","Piazza Napoli",470,4,5.46511627906977,17.2,c(9.15297, 45.4507),7.92009700540196,2.57261520714271,95.8
127132851,"2","Autonomo","Solari, Washington","Vercelli - Wagner",550,4,36.6666666666667,15,c(9.16221, 45.4653),5.3754329276512,1.84424292833468,76.5
127646572,"1","Autonomo","Famagosta, Barona","Barona",575,4,8.21428571428571,14,c(9.154, 45.4421),16.9545087126199,8.71595611009496,105
127414693,"2","Autonomo","Affori, Bovisa","Bovisasca",575,5,6.11702127659574,15.04,c(9.15399, 45.5171),19.1005724188004,25.9731381251268,33.2
127646794,"2","Autonomo","San Siro, Trenno","Gallaratese",585,5,7.40506329113924,12.64,c(9.12694, 45.4944),8.19768025900694,9.97884445392558,43
127602246,"2","Autonomo","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",585,5,5.31818181818182,17.6,c(9.17859, 45.427),5.44803741673785,1.6445845234532,112.1
127490420,"1","Autonomo","Napoli, Soderini","Tripoli - Soderini",560,4,6.51162790697674,17.2,c(9.14808, 45.4546),1.57579431376572,6.52342660529342,89.6
127384575,"2","Autonomo","Bande Nere, Inganni","Bande Nere",585,5,39,15,c(9.1365, 45.4552),9.22662479174229,13.5558011729396,88.9
127647004,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",565,4,8.828125,12.8,c(9.13928, 45.4529),4.20773318240698,8.50423070727348,94.3
127646802,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",530,4,7.57142857142857,14,c(9.13848, 45.4541),6.1497128451813,10.7647389989415,94.8
127646664,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",530,4,6.46341463414634,16.4,c(9.14426, 45.4945),17.1543073498478,0.772316414326131,23.4
127513674,"1","Autonomo","Centrale, Repubblica","Repubblica",455,3,30.3333333333333,15,c(9.20206, 45.4793),5.02770063921006,1.33603009989529,32.3
127326263,"1","Autonomo","Famagosta, Barona","Barona",500,4,7.14285714285714,14,c(9.154, 45.4421),16.9545087126199,8.71595611009496,105
127602612,"1","Autonomo","Maggiolina, Istria","Cascina dei Pomi",495,4,6.875,14.4,c(9.20803, 45.4926),9.98750304594331,3.52744804187125,34.4
127602364,"1","Autonomo","Maggiolina, Istria","Cascina dei Pomi",495,4,6.875,14.4,c(9.20803, 45.4926),9.98750304594331,3.52744804187125,34.4
127504542,"2","Autonomo","Bicocca, Niguarda","Ca' Granda",580,3,38.6666666666667,15,c(9.20256, 45.5058),3.05497278128588,2.55286140090128,58.3
127462576,"1","Autonomo","Bande Nere, Inganni","Bande Nere",505,4,7.21428571428571,14,c(9.13388, 45.4628),3.85178972349815,19.2206794980747,79
127384341,"1","Autonomo","Affori, Bovisa","Bovisa",540,4,9.81818181818182,11,c(9.16316, 45.5015),21.1893126549332,3.10900054572847,9.7
127169325,"2","Autonomo","Quadronno, Palestro, Guastalla","Quadronno - Crocetta",570,5,5.08928571428571,17.92,c(9.20183, 45.4555),7.07709104966876,2.60366118730293,53.3
127541620,"2","Autonomo","San Siro, Trenno","Gallaratese",585,5,39,15,c(9.12613, 45.4859),6.35948280278061,16.976072687648,53.7
127463046,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",585,4,7.13414634146341,16.4,c(9.14426, 45.4945),17.1543073498478,0.772316414326131,23.4
127317459,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",525,4,7.5,14,c(9.13661, 45.4538),7.05915019713265,11.1868115583264,91.2
127646698,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",535,4,7.32876712328767,14.6,c(9.14075, 45.4519),2.02130997432749,6.05618836103308,95.3
127541590,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",585,4,9,13,c(9.13854, 45.4527),4.92887173325701,8.81528131845579,94.8
127303703,"2","Autonomo","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",500,5,33.3333333333333,15,c(9.19591, 45.438),23.663159398057,5.73021492561703,84.4
127141345,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",550,4,8.59375,12.8,c(9.13806, 45.4528),5.53949912717006,9.08048410476493,95.5
127541422,"2","Autonomo","Pasteur, Rovereto","Pasteur",525,5,35,15,c(9.21404, 45.4874),4.32157164493509,2.10216373883025,21.4
127602154,"1","Autonomo","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",500,3,33.3333333333333,15,c(9.17829, 45.4331),5.47736534661817,0.725222038607572,103
127541642,"2","Autonomo","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",500,5,33.3333333333333,15,c(9.19591, 45.438),23.663159398057,5.73021492561703,84.4
127094285,"2","Autonomo","San Siro, Trenno","Gallaratese",585,5,7.40506329113924,12.64,c(9.12694, 45.4944),8.19768025900694,9.97884445392558,43
127514032,"1","Autonomo","Affori, Bovisa","Affori",580,4,7.83783783783784,14.8,c(9.17055, 45.5201),3.80343899130304,26.1328426842787,40.5
127646838,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",500,4,5.74712643678161,17.4,c(9.13854, 45.453),5.10408195157036,9.20371374521941,94.4
127490384,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",585,4,7.13414634146341,16.4,c(9.14426, 45.4945),17.1543073498478,0.772316414326131,23.4
127490134,"2","Autonomo","Città Studi, Susa","Città Studi",500,5,33.3333333333333,15,c(9.22085, 45.4753),11.0240482163558,0.623388393711188,9.5
127462666,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",585,5,6.5,14.4,c(9.15015, 45.4893),13.8484716271245,2.25487621838345,31.8
127317575,"2","Autonomo","Famagosta, Barona","Barona",550,5,6.875,12.8,c(9.15399, 45.4422),16.9384469732882,8.55770639927104,105
127414639,"3","Autonomo","Maggiolina, Istria","Maggiolina",575,5,38.3333333333333,15,c(9.19756, 45.4915),4.94163028067195,5.64162026842396,39.3
127541494,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",525,5,5.83333333333333,14.4,c(9.15015, 45.4893),13.8484716271245,2.25487621838345,31.8
124536727,"2","Assente","Napoli, Soderini","Tripoli - Soderini",500,4,6.41025641025641,15.6,c(9.1467, 45.4577),7.14408823242308,12.0669855429449,85
127532880,"1","Centralizzato","San Siro, Trenno","San Siro",350,2,7.95454545454545,17.6,c(9.1373, 45.475),2.29095598041782,1.44508727119017,58
127005143,NA,"Assente","Città Studi, Susa","Città Studi",450,NA,45,10,c(9.2325, 45.4832),4.36127644518696,4.90369756701418,10.7
127580632,"2","Autonomo","Precotto, Turro","Precotto",570,3,40.7142857142857,14,c(9.22686, 45.5095),5.27232172638265,7.58180401708727,51.1
126461557,"1","Assente","Cimiano, Crescenzago, Adriano","Ponte Nuovo",450,3,6,20,c(9.2335, 45.5079),13.136050805808,11.5579647388365,51.7
124972473,"1","Assente","Affori, Bovisa","Affori",500,3,25,20,c(9.1757, 45.5147),2.91714169023219,19.0280007949018,39.1
105532655,"1","Assente","Bicocca, Niguarda","Prato Centenaro",540,1,27,20,c(9.1981, 45.5112),7.78398542125856,6.22227709432528,59.6
127652124,"1","Centralizzato","Affori, Bovisa","Affori",500,1,33.3333333333333,15,c(9.169, 45.5192),4.2730491618762,27.9460852993139,37.1
126126201,"1","Assente","Affori, Bovisa","Bovisa",580,2,10.7407407407407,21.6,c(9.1654, 45.4997),20.0182231857971,4.77564293825747,13.6
71519238,"1","Assente","Precotto, Turro","Villa San Giovanni",500,3,27.7777777777778,18,c(9.2231, 45.5171),3.72073011423506,5.85209873783019,63.4
125157775,"1","Assente","Città Studi, Susa","Città Studi",400,3,5.71428571428571,18.6666666666667,c(9.2303, 45.4691),2.62398218739364,3.19897186948064,18.1
126289567,"1","Assente","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",550,4,22,25,c(9.1963, 45.438),23.3015118940208,5.3338614255323,84.6
114850617,"1","Assente","Bicocca, Niguarda","Greco - Segnano",440,3,5.5,21.3333333333333,c(9.2095, 45.5021),13.5562917252648,12.6346836471858,47.7
91123878,"1","Assente","Bicocca, Niguarda","Bignami - Ponale",530,2,29.4444444444444,18,c(9.2103, 45.5255),3.1953036340267,1.25299737816193,83.5
127389103,"1","Assente","Precotto, Turro","Gorla",500,2,25,20,c(9.2314, 45.5046),10.9815648354056,16.774583526523,47.2
127524110,"1","Centralizzato","Cenisio, Sarpi, Isola","Farini",550,3,27.5,20,c(9.1705, 45.4962),15.3103706278329,1.06216459605881,22
107119907,"1","Assente","Maggiolina, Istria","Cascina dei Pomi",450,3,6.25,19.2,c(9.2104, 45.4991),12.6822923168618,10.0152882576208,44.6
124610209,"2","Autonomo","Affori, Bovisa","Quarto Oggiaro",550,1,34.375,16,c(9.1313, 45.5097),30.5440926341824,0.261774647066858,35.1
124807325,"1","Centralizzato","Uptown, Cascina Merlata, Viale Certosa","Certosa",550,2,10,22,c(9.1396, 45.4952),16.2356998436553,2.47526679577989,25.7
123946961,"1","Assente","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",550,3,6.17977528089888,23.7333333333333,c(9.1747, 45.4247),9.75020330800636,2.86911880637644,116.6
127541390,"1","Autonomo","Affori, Bovisa","Affori",520,3,9.45454545454546,14.6666666666667,c(9.17351, 45.5174),6.71421382650752,22.313849979964,38.8
127504492,"1","Autonomo","Corvetto, Rogoredo","Corvetto",490,3,7,18.6666666666667,c(9.21399, 45.4397),7.67029220947412,17.2146970837983,69.4
127646762,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",565,4,8.828125,12.8,c(9.13928, 45.4529),4.20773318240698,8.50423070727348,94.3
127570116,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",540,5,7.3972602739726,11.68,c(9.1396, 45.4526),3.64720129981479,7.85406220826184,94.6
127490786,"1","Autonomo","Napoli, Soderini","Tripoli - Soderini",560,4,6.51162790697674,17.2,c(9.14808, 45.4546),1.57579431376572,6.52342660529342,89.6
127490278,"1","Autonomo","Bande Nere, Inganni","Gambara",580,4,6.51685393258427,17.8,c(9.14358, 45.4633),2.88088567674738,9.92506092537499,75.8
127414675,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",580,4,9.0625,12.8,c(9.13993, 45.4517),3.03624398162402,6.39192427967209,96.3
127513710,"1","Autonomo","Napoli, Soderini","Tripoli - Soderini",550,4,6.25,17.6,c(9.14926, 45.4545),2.02604301911632,5.71499051507175,89.6
127504634,"2","Autonomo","San Siro, Trenno","Gallaratese",585,5,39,15,c(9.12613, 45.4859),6.35948280278061,16.976072687648,53.7
127490118,"2","Autonomo","Corvetto, Rogoredo","Corvetto",450,4,30,15,c(9.21247, 45.4406),8.28317785763127,15.4276875379927,69.3
127326205,"2","Autonomo","Solari, Washington","Vercelli - Wagner",550,4,36.6666666666667,15,c(9.16221, 45.4653),5.3754329276512,1.84424292833468,76.5
127569828,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",460,4,6.76470588235294,13.6,c(9.13806, 45.4528),5.53949912717006,9.08048410476493,95.5
127513842,"2","Autonomo","Cenisio, Sarpi, Isola","Zara",560,5,5.89473684210526,15.2,c(9.18968, 45.4956),6.42215376088594,5.27616997439537,43.8
